tracker_file_name_current,question_current,question_match,status_current,id,matched_id,matched_tracker_file_name
Data Set #3-43 report - Frank Stimson.csv,How many employees will not reach the max dollars for their 401k in 2018?,How many employees will not reach the max dollars for their 401k in 2017?,REJECTED,Data Set #3-43 report - Frank Stimson.csv-Q4,Data Set #3-24 report - Frank Stimson.csv -Q6,Data Set #3-24 report - Frank Stimson.csv
Data Set #3-43 report - Frank Stimson.csv,How many employees will reach the max dollars for their 401k in the next 1-4 weeks in 2018?,How many employees will reach the max dollars for their 401k in the next 1-4 weeks in 2016?,REJECTED,Data Set #3-43 report - Frank Stimson.csv-Q5,Data Set #2-15 report - Frank Stimson.csv-Q15,Data Set #2-15 report - Frank Stimson.csv
Data Set #3-43 report - Frank Stimson.csv,What is the employer contribution percentage for a 401k for employees working for the company 12 - 14.9 years?,What is the employer contribution percentage for a 401k for employees working for the company 12 - 14.9 years?,REJECTED,Data Set #3-43 report - Frank Stimson.csv-Q11,Data Set #3-43 report - Frank Stimson.csv-Q11,Data Set #3-43 report - Frank Stimson.csv
Data Set #3-43 report - Frank Stimson.csv,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?,REJECTED,Data Set #3-43 report - Frank Stimson.csv-Q12,Data Set #3-43 report - Frank Stimson.csv-Q12,Data Set #3-43 report - Frank Stimson.csv
Data Set #3-43 report - Frank Stimson.csv,What is the employer contribution percentage for a 401k for employees working for the company more than 20 years?,What is the employer contribution percentage for a 401k for employees working for the company more than 20 years?,REJECTED,Data Set #3-43 report - Frank Stimson.csv-Q13,Data Set #3-43 report - Frank Stimson.csv-Q13,Data Set #3-43 report - Frank Stimson.csv
Data Set #3-43 report - Frank Stimson.csv,How many employees do not contribute to their 401k?,How many employees do not contribute to their 401k?,REJECTED,Data Set #3-43 report - Frank Stimson.csv-Q14,Data Set #3-43 report - Frank Stimson.csv-Q14,Data Set #3-43 report - Frank Stimson.csv
Data Set #3-43 report - Frank Stimson.csv,How many employees does the company contribute to their 401k while they contribute zero?,How many employees does the company contribute to their 401k while they contribute zero?,REJECTED,Data Set #3-43 report - Frank Stimson.csv-Q15,Data Set #3-43 report - Frank Stimson.csv-Q15,Data Set #3-43 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,Which employee will have the highest tax % withheld rate for 2018?,Which employee will have the highest tax % withheld rate for 2017?,REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q3,Data Set #3-30 report - Frank Stimson.csv -Q14,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,Which employee will have the lowest tax % withheld rate for 2018?,Which employee will have the lowest tax % withheld rate for 2019?,REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q4,Data Set #2-34 report - Frank Stimson.csv-Q14,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"How many employees are ""Head of Household"" for 2018?","How many employees are ""Head of Household"" for 2017?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q1,Data Set #2-40 report - Frank Stimson.csv-Q3,Data Set #2-40 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,How many employees are there for each type from the W-4 form for 2018?,How many employees are there for each type from the W-4 form for 2017?,REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q2,Data Set #2-40 report - Frank Stimson.csv-Q5,Data Set #2-40 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for married filing jointly with income under $80,000?","What is the total taxes withheld % for married filing jointly with income under $80,000?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q5,Data Set #3-49 report - Frank Stimson.csv-Q5,Data Set #3-49 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for married filing jointly with income between $80,000 - $149,000?","What is the total taxes withheld % for married filing jointly with income between $80,000 - $149,000?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q6,Data Set #3-49 report - Frank Stimson.csv-Q6,Data Set #3-49 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for married filing jointly with income over $150,000?","What is the total taxes withheld % for married filing jointly with income over $150,000?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q7,Data Set #3-49 report - Frank Stimson.csv-Q7,Data Set #3-49 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for married filing separately with income under $80,000?","What is the total taxes withheld % for married filing separately with income under $80,000 in 2017?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q8,Data Set #3-30 report - Frank Stimson.csv -Q10,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for married filing separately with income between $80,000 - $149,000?","What is the total taxes withheld % for married filing separately with income between $80,000 - $149,000 in 2017?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q9,Data Set #3-30 report - Frank Stimson.csv -Q8,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for married filing separately with income over $150,000?","What is the total taxes withheld % for married filing separately with income over $150,000 in 2017?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q10,Data Set #3-30 report - Frank Stimson.csv -Q9,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for singles with income under $80,000?","What is the total taxes withheld % for singles with income under $80,000 in 2017",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q11,Data Set #3-30 report - Frank Stimson.csv -Q13,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for singles with income between $80,000 - $149,000?","What is the total taxes withheld % for singles with income between $80,000 - $149,000? in 2017?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q12,Data Set #3-30 report - Frank Stimson.csv -Q11,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for singles with income over $150,000?","What is the total taxes withheld % for singles with income over $150,000 in 2017?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q13,Data Set #3-30 report - Frank Stimson.csv -Q12,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for head of household with income under $60,000?","What is the total taxes withheld % for head of household with income under $60,000 in 2017?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q14,Data Set #3-30 report - Frank Stimson.csv -Q4,Data Set #3-30 report - Frank Stimson.csv
Data Set #3-49 report - Frank Stimson.csv,"What is the total taxes withheld % for head of household with income over $60,000?","What is the total taxes withheld % for head of household with income over $60,000?",REJECTED,Data Set #3-49 report - Frank Stimson.csv-Q15,Data Set #3-49 report - Frank Stimson.csv-Q15,Data Set #3-49 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,Which employee has the lowest contribution percentage for their 401k in 2016?,Which employee has the lowest contribution percentage for their 401k in 2017?,REJECTED,Data Set #2-34 report - Frank Stimson.csv-Q10,Data Set #2-34 report - Frank Stimson.csv-Q10,Data Set #2-34 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,Has any employee reached the max amount one can contribute for the year 2017 in their 401k?,Has any employee reached the max amount one can contribute for the year 2020 in their 401k?,REJECTED,Data Set #3-5 report - Frank Stimson.csv -Q1,Data Set #4-05 report - Frank Stimson.csv-Q2,Data Set #4-05 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,What is the employer contribution percentage for a 401k for employees working for the company 12 - 14.9 years?,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?,REJECTED,Data Set #3-5 report - Frank Stimson.csv -Q10,Data Set #2-15 report - Frank Stimson.csv-Q10,Data Set #2-15 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?,What is the employer contribution percentage for a 401k for employees working for the company 12 - 14.9 years?,REJECTED,Data Set #3-5 report - Frank Stimson.csv -Q11,Data Set #3-5 report - Frank Stimson.csv -Q10,Data Set #3-5 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,What is the employer contribution percentage for a 401k for employees working for the company more than 20 years?,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?,REJECTED,Data Set #3-5 report - Frank Stimson.csv -Q12,Data Set #2-15 report - Frank Stimson.csv-Q10,Data Set #2-15 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,Which employee has the highest contribution percentage for their 401k in 2016?,Which employee has the highest contribution percentage for their 401k in 2017?,REJECTED,Data Set #3-5 report - Frank Stimson.csv -Q14,Data Set #2-34 report - Frank Stimson.csv-Q9,Data Set #2-34 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,How many employees do not contribute to their 401k in 2020?,What is the estimated employer contribution match dollar for employee 401ks in 2017?,REJECTED,Data Set #3-5 report - Frank Stimson.csv -Q2,Data Set #2-34 report - Frank Stimson.csv-Q11,Data Set #2-34 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,How many employees does the company contribute to their 401k while they contribute zero?,What is the estimated employer contribution match dollar for employee 401ks in 2017?,REJECTED,Data Set #3-5 report - Frank Stimson.csv -Q3,Data Set #2-34 report - Frank Stimson.csv-Q11,Data Set #2-34 report - Frank Stimson.csv
Data Set #3-5 report - Frank Stimson.csv,How many years does an employee need to work to have the company match 401k deduction percentage for 2016?,How many years does an employee need to work to have the company match 401k deduction percentage for 2016?,REJECTED,Data Set #3-5 report - Frank Stimson.csv -Q9,Data Set #2-15 report - Frank Stimson.csv-Q6,Data Set #2-15 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,"How many employees selected ""N = can't roll or cash"" for their 2018 end-of-year personal days option?","How many employees selected ""N = can't roll or cash"" for their 2016 end-of-year personal days option?",REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q10,Data Set #3-16 report - Frank Stimson.csv -Q6,Data Set #3-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,"How many employees opted for ""R = roll over"" for their 2018 end-of-year personal days option?","How many employees opted for ""R = roll over"" for their 2016 end-of-year personal days option?",REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q11,Data Set #3-16 report - Frank Stimson.csv -Q4,Data Set #3-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,What will be the total number of vacation days in 2018 rolled over to 2019?,What were the total hours for carryover vacation days in 2020?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q12,Data Set #4-13 report - Frank Stimson.csv-Q3,Data Set #3-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,What will be the total number of vacation days in 2018 forfeited?,What will be the number of vacation days in 2016 rolled over to 2017?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q13,Data Set #3-16 report - Frank Stimson.csv -Q15,Data Set #3-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,What was the average deduction in dollars for 2018?,What was the average deduction in dollars for 2020?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q3,Data Set #4-16 report - Frank Stimson.csv-Q5,Data Set #4-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,What were the average net wages for 2018 in week 28?,What were the average net wages for 2016 in week 28?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q4,Data Set #3-16 report - Frank Stimson.csv -Q13,Data Set #3-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,What was the average percentage deduction from net salary in 2018?,What was the average deduction in dollars for 2016?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q5,Data Set #2-26 report - Frank Stimson.csv-Q10,Data Set #2-26 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,"How many employees selected ""N = can't roll or cash"" for their 2018 end-of-year vacation option?","How many employees selected ""N = can't roll or cash"" for their 2016 end-of-year vacation option?",REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q7,Data Set #3-16 report - Frank Stimson.csv -Q7,Data Set #3-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,"How many employees opted for ""R = roll over"" for their 2018 end-of-year vacation option?","How many employees opted for ""R = roll over"" for their 2016 end-of-year vacation option?",REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q8,Data Set #3-16 report - Frank Stimson.csv -Q5,Data Set #3-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,"How many employees chose ""C= cash out"" for their 2018 end-of-year personal days option?","How many employees chose ""C= cash out"" for their 2016 end-of-year personal days option?",REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q9,Data Set #3-16 report - Frank Stimson.csv -Q2,Data Set #3-16 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,How many employees are having their wages garnished in 2018?,How many employees are enrolled in the HSA program in 2020?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q1,Data Set #4-09 report - Frank Stimson.csv-Q1,Data Set #4-09 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,"How many employees chose ""C= cash out"" for their 2018 end-of-year vacation option?","How many employees chose ""C= cash out"" for their 2019 end-of-year vacation option?",REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q6,Data Set #3-49 report - Frank Stimson.csv-Q15,Data Set #4-09 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,How many employees will have paid off the garnishment amount in 2020 or later?,How many employees will have paid off the garnishment amount in 2018?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q2,Data Set #3-54 report - Frank Stimson.csv-Q14,Data Set #3-54 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,How many employees will have paid off the garnishment amount in 2018?,How many employees will have paid off the garnishment amount in 2019 or later?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q14,Data Set #2-26 report - Frank Stimson.csv-Q7,Data Set #2-26 report - Frank Stimson.csv
Data Set #3-54 report - Frank Stimson.csv,How many employees will have paid off the garnishment amount in 2019?,How many employees will have paid off the garnishment amount in 2018?,REJECTED,Data Set #3-54 report - Frank Stimson.csv-Q15,Data Set #3-54 report - Frank Stimson.csv-Q14,Data Set #3-54 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for a head of household with income under $60,000?","What is the Medicare  tax rate for 2016 from the federal W-4 form for a head of household with income under $60,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q1,Data Set #2-29 report - Frank Stimson.csv-Q2,Data Set #2-29 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for singles with income under $80,000?","What is the Federal income tax rate for 2020 from the federal W-4 form for singles with income under $80,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q10,Data Set #4-01 report - Frank Stimson.csv-Q11,Data Set #4-01 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for singles with income between $80,000 - $149,000?","What is the Federal income tax rate for 2020 from the federal W-4 form for singles with income between $80,000 - $149,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q11,Data Set #4-01 report - Frank Stimson.csv-Q12,Data Set #4-01 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for singles with income over $150,000?","What is the Federal income tax rate for 2016 from the federal W-4 form for singles with income over $150,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q12,Data Set #2-11 report - Frank Stimson.csv-Q10,Data Set #2-11 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,Which employee will have the highest Medicare  tax rate for 2018?,Which employee will have the highest NJ State income tax rate for 2018?,REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q13,Data Set #3-41 report - Frank Stimson.csv-Q14,Data Set #3-41 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,Which employee will have the lowest Medicare  tax rate for 2018?,Which employee will have the lowest NJ State income tax rate for 2018?,REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q14,Data Set #3-41 report - Frank Stimson.csv-Q15,Data Set #3-41 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for a head of household with income over $60,000?","What is the Medicare  tax rate for 2016 from the federal W-4 form for a head of household with income over $60,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q2,Data Set #2-29 report - Frank Stimson.csv-Q4,Data Set #2-29 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,Was any employee exempt from Medicare tax in 2018?,Was any employee exempt from Medicare tax in 2016?,REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q3,Data Set #2-29 report - Frank Stimson.csv-Q7,Data Set #2-29 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for married filing jointly with income under $80,000?","What is the Medicare  tax rate for 2016 from the federal W-4 form for married filing jointly with income under $80,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q4,Data Set #2-29 report - Frank Stimson.csv-Q9,Data Set #2-29 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for married filing jointly with income over $80,000?","What is the Medicare  tax rate for 2016 from the federal W-4 form for married filing jointly with income over $80,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q5,Data Set #2-29 report - Frank Stimson.csv-Q11,Data Set #2-29 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"Was there a different Medicare  tax rate for 2018 for married filing jointly with income above $150,000?","Was there a different Medicare  tax rate for 2016 for married filing jointly with income about $150,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q6,Data Set #2-29 report - Frank Stimson.csv-Q13,Data Set #2-29 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for married filing separately with income under $80,000?","What is the Medicare  tax rate for 2016 from the federal W-4 form for married filing separately with income under $80,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q7,Data Set #2-29 report - Frank Stimson.csv-Q15,Data Set #2-29 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for married filing separately with income between $80,000 - $149,000?","What is the Federal income tax rate for 2016 from the federal W-4 form for married filing separately with income between $80,000 - $149,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q8,Data Set #2-11 report - Frank Stimson.csv-Q8,Data Set #2-11 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"What is the Medicare  tax rate for 2018 from the federal W-4 form for married filing separately with income over $150,000?","What is the Federal income tax rate for 2020 from the federal W-4 form for married filing separately with income over $150,000?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q9,Data Set #4-01 report - Frank Stimson.csv-Q10,Data Set #4-01 report - Frank Stimson.csv
Data Set #3-57 report - Frank Stimson.csv,"Did any employee head of household earn more than $95,000 in 2018?","Did any employee head of household earn more than $95,000 in 2019?",REJECTED,Data Set #3-57 report - Frank Stimson.csv-Q15,Data Set #2-24 report - Frank Stimson.csv-Q5,Data Set #2-24 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for a head of household with income under $60,000?","What is the NY State income tax rate for 2016 from the IT-2104 form for a head of household with income under $60,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q1,Data Set #2-12 report - Frank Stimson.csv-Q2,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for singles with income under $80,000?","What is the NJ State income tax rate for 2018 from the NJ-W4 form for singles with income between $80,000 - $149,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q10,Data Set #3-41 report - Frank Stimson.csv-Q12,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for singles with income between $80,000 - $149,000?","What is the NJ State income tax rate for 2018 from the NJ-W4 form for singles with income between $80,000 - $149,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q11,Data Set #3-41 report - Frank Stimson.csv-Q12,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for singles with income over $150,000?","What is the NJ State income tax rate for 2017 from the NJ-W4 form for singles with income under $80,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q12,Data Set #3-22 report - Frank Stimson.csv -Q13,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,Which employee will have the highest NY State income tax rate for 2020?,Which employee will have the lowest NJ State income tax rate for 2016?,REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q13,Data Set #3-3 report - Frank Stimson.csv -Q15,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,Which employee will have the lowest NY State income tax rate for 2020?,Which employee will have the lowest NJ State income tax rate for 2017?,REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q14,Data Set #3-22 report - Frank Stimson.csv -Q15,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for a head of household with income over $60,000?","What is the NY State income tax rate for 2017 from the IT-2104 form for a head of household with income over $60,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q2,Data Set #2-31 report - Frank Stimson.csv-Q4,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,Was any employee exempt from New York state taxes in 2020?,Was any employee exempt from New York state taxes in 2019?,REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q3,Data Set #2-25 report - Frank Stimson.csv-Q6,Data Set #2-25 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing jointly with income under $80,000?","What is the NJ State income tax rate for 2020 from the NJ-W4 form for married filing separately with income over $150,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q4,Data Set #4-03 report - Frank Stimson.csv-Q10,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing jointly with income over $80,000?","What is the NY State income tax rate for 2020 from the IT-2104 form for married filing jointly with income over $80,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q5,Data Set #5-40 report - Frank Stimson.csv -Q6,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing separately with income under $80,000?","What is the NJ State income tax rate for 2018 from the NJ-W4 form for married filing separately with income between $80,000 - $149,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q7,Data Set #3-41 report - Frank Stimson.csv-Q9,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing separately with income between $80,000 - $149,000?","What is the NJ State income tax rate for 2017 from the NJ-W4 form for singles with income over $150,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q8,Data Set #3-22 report - Frank Stimson.csv -Q12,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing separately with income over $150,000?","What is the NJ State income tax rate for 2018 from the NJ-W4 form for married filing separately with income over $150,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q9,Data Set #3-41 report - Frank Stimson.csv-Q10,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"Was there a different NY State income tax rate for 2020 for married filing jointly with income about $150,000?","What is the NY State income tax rate for 2020 from the IT-2104 form for singles with income over $150,000?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q6,Data Set #5-40 report - Frank Stimson.csv -Q12,Data Set #5-40 report - Frank Stimson.csv
Data Set #4-02 report - Frank Stimson.csv,"Did any employee head of household earn more than $95,000 in 2020?","Did any NJ employee head of household earn more than $95,000 in 2017?",REJECTED,Data Set #4-02 report - Frank Stimson.csv-Q15,Data Set #2-32 report - Frank Stimson.csv-Q5,Data Set #2-32 report - Frank Stimson.csv
Data Set #4-04 report - Frank Stimson.csv,"What is the CT State income tax rate for 2020 from the CT-W4 form for a head of household with income under $60,000?","What is the CT State income tax rate for 2017 from the CT-W4 form for a head of household with income under $60,000?",REJECTED,Data Set #4-04 report - Frank Stimson.csv-Q1,Data Set #2-33 report - Frank Stimson.csv-Q2,Data Set #5-41 report - Frank Stimson.csv
Data Set #4-04 report - Frank Stimson.csv,"What is the CT State income tax rate for 2020 from the CT-W4 form for married filing separately with income over $150,000?","What is the NJ State income tax rate for 2016 from the NJ-W4 form for married filing separately with income over $150,000?",REJECTED,Data Set #4-04 report - Frank Stimson.csv-Q10,Data Set #3-3 report - Frank Stimson.csv -Q9,Data Set #5-41 report - Frank Stimson.csv
Data Set #4-04 report - Frank Stimson.csv,"What is the CT State income tax rate for 2020 from the CT-W4 form for singles with income under $80,000?","What is the NJ State income tax rate for 2016 from the NJ-W4 form for singles with income under $80,000?",REJECTED,Data Set #4-04 report - Frank Stimson.csv-Q11,Data Set #3-3 report - Frank Stimson.csv -Q13,Data Set #5-41 report - Frank Stimson.csv
Data Set #4-04 report - Frank Stimson.csv,"What is the CT State income tax rate for 2020 from the CT-W4 form for singles with income between $80,000 - $149,000?","What is the NJ State income tax rate for 2016 from the NJ-W4 form for singles with income between $80,000 - $149,000?",REJECTED,Data Set #4-04 report - Frank Stimson.csv-Q12,Data Set #3-3 report - Frank Stimson.csv -Q11,Data Set #5-41 report - Frank Stimson.csv
Data Set #4-04 report - Frank Stimson.csv,"What is the CT State income tax rate for 2020 from the CT-W4 form for singles with income over $150,000?","What is the NJ State income tax rate for 2016 from the NJ-W4 form for singles with income over $150,000?",REJECTED,Data Set #4-04 report - Frank Stimson.csv-Q13,Data Set #3-3 report - Frank Stimson.csv -Q12,Data Set #5-41 report - Frank Stimson.csv
Data Set #4-04 report - Frank Stimson.csv,Which employee will have the lowest CT State income tax rate for 2020?,Which employee will have the lowest NJ State income tax rate for 2016?,REJECTED,Data Set #4-04 report - Frank Stimson.csv-Q14,Data Set #3-3 report - Frank Stimson.csv -Q15,Data Set #5-41 report - Frank Stimson.csv
Data Set #4-04 report - Frank Stimson.csv,"What is the CT State income tax rate for 2020 from the CT-W4 form for a head of household with income over $60,000?","What is the CT State income tax rate for 2017 from the CT-W4 form for a head of household with income over $60,000?",REJECTED,Data Set #4-04 report - Frank Stimson.csv-Q2,Data Set #2-33 report - Frank Stimson.csv-Q4,Data Set #5-41 report - Frank Stimson.csv
Data Set #4-04 report - Frank Stimson.csv,"Did any CT employee head of household earn more than $95,000 in 2020?","Did any employee head of household earn more than $95,000 in 2016?",REJECTED,Data Set #4-04 report - Frank Stimson.csv-Q3,Data Set #2-11 report - Frank Stimson.csv-Q1,Data Set #2-11 report - Frank Stimson.csv
