tracker_file_name_current,final_status,period,status_current,notes
Data Set #3-35 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-35 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-35 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-35 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-35 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #3-36 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #3-36 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #3-36 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #3-36 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #3-36 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #3-36 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #3-36 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-37 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-37 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-37 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-37 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-38 report - Frank Stimson.csv,REJECTED,2/14/2024,DS submitted,
Data Set #3-38 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-38 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-38 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #3-39 report - Frank Stimson.csv,REJECTED,2/6/2024,DS submitted,
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #3-39 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #3-39 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #3-39 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #3-39 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-39 report - Frank Stimson.csv,REJECTED,4/30/2024,Paid,Paid
Data Set #3-39 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-39 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #34 report - Frank Stimson.csv,APPROVED,1/22/2024,DS submitted,
Data Set #34 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,3/28/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,3/29/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #34 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #34 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-4 report - Frank Stimson.csv,REJECTED,2/6/2024,DS submitted,
Data Set #3-4 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,3/18/2024,Review,
Data Set #3-4 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-4 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-4 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #3-40 report - Frank Stimson.csv,REJECTED,2/14/2024,DS submitted,
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/18/2024,Review,
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #3-40 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #3-40 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #3-40 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #3-40 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-40 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-40 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #3-41 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-41 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-41 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-41 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-43 report - Frank Stimson.csv,REJECTED,2/14/2024,DS submitted,
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/18/2024,Review,
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #3-43 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #3-43 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #3-43 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #3-43 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-43 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-43 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #3-44 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-44 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-44 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-44 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-45 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-45 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #3-45 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-45 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-45 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-46 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-46 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-46 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-46 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-47 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-47 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-47 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-47 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-48 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-48 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-48 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-48 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-49 report - Frank Stimson.csv,REJECTED,2/14/2024,DS submitted,
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #3-49 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #3-49 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #3-49 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #3-49 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-49 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-49 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #3-5 report - Frank Stimson.csv,REJECTED,2/6/2024,DS submitted,
Data Set #3-5 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-5 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #3-5 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #35 report.csv,APPROVED,1/22/2024,DS submitted,
Data Set #35 report.csv,APPROVED,3/15/2024,Review,
Data Set #35 report.csv,APPROVED,3/18/2024,Review,
Data Set #35 report.csv,APPROVED,3/20/2024,Review,
Data Set #35 report.csv,APPROVED,3/21/2024,Review,
Data Set #35 report.csv,APPROVED,3/22/2024,Review,
Data Set #35 report.csv,APPROVED,3/28/2024,Review,
Data Set #35 report.csv,APPROVED,3/29/2024,Review,
Data Set #35 report.csv,APPROVED,4/1/2024,Review,
Data Set #35 report.csv,APPROVED,4/2/2024,Review,
Data Set #35 report.csv,APPROVED,4/4/2024,Review,
Data Set #35 report.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #35 report.csv,APPROVED,4/25/2024,Approved,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #3-50 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #3-50 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #3-50 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #3-50 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #3-50 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #3-50 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-51 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-51 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #3-51 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #3-51 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #3-51 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #3-52 report - Frank Stimson.csv,APPROVED,2/14/2024,DS submitted,
Data Set #3-52 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #3-52 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions are very similar to other questions submitted.
